FMTNAME,START,LABEL
I94PRTL,HON,"HOWES REGIONAL ARPT - HURON, SD"
I94PRTL,HOP,"HOPEWELL, VA"
I94PRTL,HOU,"HOUSTON, TX"
I94PRTL,HPN,"WESTCHESTER - WHITE PLAINS, NY"
I94PRTL,HRL,Collapsed (HLG) 06/15
I94PRTL,HSB,"HARRISONBURG, PA"
I94PRTL,HSV,"MADISON COUNTY - HUNTSVILLE, AL"
I94PRTL,HTM,"HOULTON, ME"
I94PRTL,HUM,"HUMACAO, PR"
I94PRTL,HUR,"HURLBURT FIELD, FL"
I94PRTL,HVR,"HAVRE, MT"
I94PRTL,HYD,"HYDER, AK"
I94PRTL,IAG,Collapsed (NIA) 06/15
I94PRTL,ICN,"INCHON, SEOUL KOREA"
I94PRTL,ICP,"IMPERIAL COUNTY, CA"
I94PRTL,ICT,"MID-CONTINENT - WITCHITA, KS"
I94PRTL,IDA,"FANNING FIELD - IDAHO FALLS, ID"
I94PRTL,IND,"LOS INDIOS, TX"
I94PRTL,INL,"Collapsed into INT, MN"
I94PRTL,INP,"INDIANAPOLIS, IN"
I94PRTL,INT,"INT'L FALLS, MN"
I94PRTL,ISB,"PORT ISABEL, TX"
I94PRTL,ISL,"ISLE ROYALE, MI"
I94PRTL,ISP,Collapsed (FOK) 06/15
I94PRTL,IWA,"INVALID - IWAKUNI, JAPAN"
I94PRTL,JAC,"JACKSONVILLE, FL"
I94PRTL,JAN,"THOMPSON FIELD - JACKSON, MS"
I94PRTL,JBQ,No PORT Code (JBQ)
I94PRTL,JCP,"CULEBRA - BENJAMIN RIVERA, PR"
I94PRTL,JER,"JERSEY CITY, NJ"
I94PRTL,JFA,No PORT Code (JFA)
I94PRTL,JIG,No PORT Code (JIG)
I94PRTL,JKM,"JACKMAN, ME"
I94PRTL,JMZ,No PORT Code (JMZ)
I94PRTL,JOB,"JOBOS, PR"
I94PRTL,JSJ,Collapsed (SAJ) 06/15
I94PRTL,JUN,"JUNEAU, AK"
I94PRTL,KAL,"KALISPEL, MT"
I94PRTL,KAN,"KANSAS CITY, MO"
I94PRTL,KET,"KETCHIKAN, AK"
I94PRTL,KEY,"KEY WEST, FL"
I94PRTL,KLM,"KALAMA, WA"
I94PRTL,KOA,"KEAHOLE-KONA, HI"
I94PRTL,LAG,"LA GUARDIA, NY"
I94PRTL,LAH,"LABUHA ARPT, INDONESIA"
I94PRTL,LAK,"LAKE CHARLES, LA (BPS)"
I94PRTL,LAN,"LANCASTER, MN"
I94PRTL,LAR,"LAREDO, TX"
I94PRTL,LAS,"LAS CRUCES, NM"
I94PRTL,LAU,"LAURIER, WA"
I94PRTL,LCB,"LAREDO COLUMBIA BRIDGE, TX"
I94PRTL,LEB,"LEBANON, NH"
I94PRTL,LEE,"LEESBURG MUNICIPAL AIRPORT, FL"
I94PRTL,LEW,"LEWISTON, NY"
I94PRTL,LEX,"BLUE GRASS - LEXINGTON, KY"
I94PRTL,LGU,"CACHE AIRPORT - LOGAN, UT"
I94PRTL,LGW,"WEST SUSSEX, ENGLAND"
I94PRTL,LHR,"MIDDLESEX, ENGLAND"
I94PRTL,LIA,"LITTLE ROCK, AR (BPS)"
I94PRTL,LIH,"LIHUE, HI"
I94PRTL,LIM,"LIMESTONE, ME"
I94PRTL,LIN,"NORTHERN SVC CENTER, MN"
I94PRTL,LIT,No PORT Code (LIT)
I94PRTL,LKC,"LAKE CHARLES, LA"
I94PRTL,LLB,"JUAREZ-LINCOLN BRIDGE, TX"
I94PRTL,LNB,"LONG BEACH, CA"
I94PRTL,LND,"LANDER, WY"
I94PRTL,LOB,"LORDSBURG, NM (BPS)"
I94PRTL,LOI,"LOS INDIOS, TX"
I94PRTL,LON,"LONGVIEW, WA"
I94PRTL,LOR,"LORAIN, OH"
I94PRTL,LOS,"LOS ANGELES, CA"
I94PRTL,LOU,"LOUISVILLE, KY"
I94PRTL,LRN,"LAREDO NORTH, TX"
I94PRTL,LSE,"LOS EBANOS, TX"
I94PRTL,LUB,"LUBEC, ME"
I94PRTL,LUK,"LUKEVILLE, AZ"
I94PRTL,LVG,"LAS VEGAS, NV"
I94PRTL,LWT,"LEWISTON, MT"
I94PRTL,LYN,"LYNDEN, WA"
I94PRTL,MAA,Abu Dhabi
I94PRTL,MAD,"MADAWASKA, ME"
I94PRTL,MAF,"ODESSA REGIONAL, TX"
I94PRTL,MAG,"MCGUIRE AFB, NY"
I94PRTL,MAI,"MAIDA, ND"
I94PRTL,MAL,"MANGOLE ARPT, INDONESIA"
I94PRTL,MAP,MARIPOSA AZ
I94PRTL,MAR,"MARFA, TX"
I94PRTL,MAS,"MASSENA, NY"
I94PRTL,MAY,"MAYAGUEZ, PR"
I94PRTL,MBO,"MARBLE HEADS, OH"
I94PRTL,MCA,"MCALLEN, TX"
I94PRTL,MDE,"MEDELLIN, COLOMBIA"
I94PRTL,MDT,"HARRISBURG, PA"
I94PRTL,MED,"MEDFORD, OR"
I94PRTL,MEM,"MEMPHIS, TN"
I94PRTL,MET,"METALINE FALLS, WA"
I94PRTL,MEX,"JUAREZ INTL, MEXICO CITY, MX"
I94PRTL,MGC,"MORGAN CITY, LA"
I94PRTL,MGM,"MORGAN, MT"
I94PRTL,MHT,"MANCHESTER, NH"
I94PRTL,MIA,"MIAMI, FL"
I94PRTL,MIC,"CRYSTAL MUNICIPAL AIRPORT, MN"
I94PRTL,MIL,"MILWAUKEE, WI"
I94PRTL,MKG,"MUSKEGON, MD"
I94PRTL,MLB,"MELBOURNE, FL"
I94PRTL,MLI,"MOLINE, IL"
I94PRTL,MLU,"MONROE, LA"
I94PRTL,MMU,"MORRISTOWN, NJ"
I94PRTL,MND,"MINOT, ND"
I94PRTL,MNW,"MANITOWOC, WI"
I94PRTL,MOB,"MOBILE, AL"
I94PRTL,MON,"MONTREAL, CANADA"
I94PRTL,MOO,"MOORES, NY"
I94PRTL,MOR,"MORSES LINE, VT"
I94PRTL,MOS,"MOSES POINT INTERMEDIATE, AK"
I94PRTL,MRC,"MARINE CITY, MI"
I94PRTL,MRH,"MOREHEAD CITY, NC"
I94PRTL,MRL,"MERRILLVILLE, IN"
I94PRTL,MRR,"MORRISTOWN, NY"
I94PRTL,MRS,"MARFA, TX (BPS)"
I94PRTL,MRY,"MARYSVILLE, MI"
I94PRTL,MSN,"TRUAX FIELD - DANE COUNTY, WI"
I94PRTL,MSP,"MINN./ST PAUL, MN"
I94PRTL,MTH,No PORT Code (MTH)
I94PRTL,MTY,"GEN M. ESCOBEDO, Monterrey, MX"
I94PRTL,MVD,"CARRASCO, URUGUAY"
I94PRTL,MWH,"MOSES LAKE GRANT COUNTY ARPT, WA"
I94PRTL,MYR,"MYRTLE BEACH, SC"
I94PRTL,NAC,"NACO, AZ"
I94PRTL,NAS,"NASSAU, BAHAMAS"
I94PRTL,NBO,"NAIROBI, KENYA"
I94PRTL,NC8,No PORT Code (NC8)
I94PRTL,NCA,"NORTH CAICOS, TURK & CAIMAN"
I94PRTL,NEA,"NEAH BAY, WA"
I94PRTL,NEC,"NECHE, ND"
I94PRTL,NEW,"NEWARK/TETERBORO, NJ"
I94PRTL,NGL,No PORT Code (NGL)
I94PRTL,NIA,"NIAGARA FALLS, NY"
I94PRTL,NIG,"NIGHTHAWK, WA"
I94PRTL,NIK,"NIKISKI, AK"
I94PRTL,NK,No PORT Code (NK)
I94PRTL,NOG,"NOGALES, AZ"
I94PRTL,NOL,"NEW ORLEANS, LA"
I94PRTL,NOM,"NOM, AK"
I94PRTL,NOO,"NOONAN, ND"
I94PRTL,NOR,"NORFOLK, VA"
I94PRTL,NOY,"NOYES, MN"
I94PRTL,NPT,"NEWPORT, OR"
I94PRTL,NPV,"NEWPORT, VT"
I94PRTL,NRG,"NORTHGATE, ND"
I94PRTL,NRN,"NORTON, VT"
I94PRTL,NRT,"NORTH TROY, VT"
I94PRTL,NSV,"NASHVILLE, TN"
I94PRTL,NWH,"NEW HAVEN, CT"
I94PRTL,NWL,"NEW LONDON, CT"
I94PRTL,NWN,"NEWPORT, VA"
I94PRTL,NYC,"NEW YORK, NY"
I94PRTL,NYL,No PORT Code (NYL)
I94PRTL,OAI,No PORT Code (OAI)
I94PRTL,OAK,"OAKLAND, CA"
I94PRTL,OGD,"OGDENSBURG, NY"
I94PRTL,OGG,"KAHULUI - MAUI, HI"
I94PRTL,OGS,No PORT Code (OGS)
I94PRTL,OKC,"OKLAHOMA CITY, OK"
I94PRTL,OLM,No PORT Code (OLM)
I94PRTL,OLY,"OLYMPIA, WA"
I94PRTL,OMA,"OMAHA, NE"
I94PRTL,ONT,"ONTARIO, CA"
I94PRTL,OPF,"OPA LOCKA, FL"
I94PRTL,OPH,"OPHEIM, MT"
I94PRTL,ORI,"PORT LIONS SPB, AK"
I94PRTL,ORL,"ORLANDO, FL"
I94PRTL,ORO,"OROVILLE, WA"
I94PRTL,OSN,No PORT Code (OSN)
I94PRTL,OSW,"OSWEGO, NY"
I94PRTL,OTM,"OTAY MESA, CA"
I94PRTL,OTS,No PORT Code (OTS)
I94PRTL,OTT,"OTTAWA, CANADA"
I94PRTL,PAN,"PANAMA CITY, FL"
I94PRTL,PAR,"PORT ARTHUR, TX"
I94PRTL,PAS,"PASCAGOULA, MS"
I94PRTL,PAX,"PATUXENT RIVER, MD"
I94PRTL,PBB,"PEACE BRIDGE, NY"
I94PRTL,PCF,"PORT CANAVERAL, FL"
I94PRTL,PCW,No PORT Code (PCW)
I94PRTL,PDN,"PASO DEL NORTE,TX"
I94PRTL,PEK,"BEIJING CAPITAL INTL, PRC"
I94PRTL,PEM,"PEMBINA, ND"
I94PRTL,PEN,"PENSACOLA, FL"
I94PRTL,PER,"PERTH AMBOY, NJ"
I94PRTL,PEV,"PORT EVERGLADES, FL"
I94PRTL,PFN,No PORT Code (PFN)
I94PRTL,PGR,"PROGRESO, TX"
I94PRTL,PHF,No PORT Code (PHF)
I94PRTL,PHI,"PHILADELPHIA, PA"
I94PRTL,PHN,Collapsed (PHU) 06/15
I94PRTL,PHO,"PHOENIX, AZ"
I94PRTL,PHR,"PHARR, TX"
I94PRTL,PHU,"PORT HURON, MI"
I94PRTL,PIA,"GREATER PEORIA, IL"
I94PRTL,PIE,"PIEGAN, MT"
I94PRTL,PIN,"PINE CREEK, MN"
I94PRTL,PIR,"POINT ROBERTS, WA"
I94PRTL,PIT,"PITTSBURG, PA"
I94PRTL,PIV,"PINNACLE ROAD, VT"
I94PRTL,PIZ,"DEW STATION PT LAY DEW, AK"
I94PRTL,PKC,"POKER CREEK, AK"
I94PRTL,PLB,No PORT Code (PLB)
I94PRTL,PNG,"PORT ANGELES, WA"
I94PRTL,PNH,"PITTSBURG, NH"
I94PRTL,POE,"PORT OF EL PASO, TX"
I94PRTL,POM,"PORTLAND, ME"
I94PRTL,PON,"PONCE, PR"
I94PRTL,POO,"PORTLAND, OR"
I94PRTL,POR,"PORTAL, AZ"
I94PRTL,PRE,"PRESIDIO, TX"
I94PRTL,PRO,"PROVIDENCE, RI"
I94PRTL,PSC,"TRI-CITIES - PASCO, WA"
I94PRTL,PSE,"PONCE-MERCEDITA, PR"
I94PRTL,PSJ,"PORT ST JOE, FL"
I94PRTL,PSM,"PORTSMOUTH, NH"
I94PRTL,PSP,"PALM SPRINGS, CA"
I94PRTL,PTK,"OAKLAND COUNTY - PONTIAC, MI"
I94PRTL,PTL,"PORTHILL, ID"
I94PRTL,PTO,"PORT TOWNSEND, WA"
I94PRTL,PTY,"OMAR TORRIJOS, PANAMA"
I94PRTL,PUT,"PUT-IN-BAY, OH"
I94PRTL,PVD,"THEODORE FRANCIS - WARWICK, RI"
I94PRTL,PWB,"PASCO, WA"
I94PRTL,RAN,"RAINER, MN"
I94PRTL,RAY,"RAYMOND, MT"
I94PRTL,RBT,"ROBERTS LANDING, MI"
I94PRTL,RCM,"RICHMOND, VA"
I94PRTL,RDM,"ROBERTS FIELDS - REDMOND, OR"
I94PRTL,RDU,"RALEIGH/DURHAM, NC"
I94PRTL,REN,"RENO, NV"
I94PRTL,RFD,"GREATER ROCKFORD, IL"
I94PRTL,RGM,"RANGELEY, ME (BPS)"
I94PRTL,RIF,"RICHFORT, VT"
I94PRTL,RIO,"RIO GRANDE CITY, TX"
I94PRTL,RIT,"ROME, ITALY"
I94PRTL,RIV,"RIVERSIDE, CA"
I94PRTL,RME,"ROME, NY"
I94PRTL,RNO,"CANNON INTL - RENO/TAHOE, NV"
I94PRTL,ROC,"ROCHESTER, NY"
I94PRTL,ROG,"ROGERS ARPT, AR"
I94PRTL,ROM,"ROMA, TX"
I94PRTL,ROO,"ROOSVILLE, MT"
I94PRTL,ROS,"ROSEAU, MN"
I94PRTL,ROU,"ROUSES POINT, NY"
I94PRTL,RST,"ROCHESTER, MN"
I94PRTL,RUI,"RUIDOSO, NM"
I94PRTL,RYY,No PORT Code (RYY)
I94PRTL,SAA,"SANTA ANA, CA"
I94PRTL,SAC,"SACRAMENTO, CA"
I94PRTL,SAG,"SAGINAW, MI"
I94PRTL,SAI,"SAIPAN, SPN"
I94PRTL,SAJ,"SAN JUAN, PR"
I94PRTL,SAN,"SAN SALVADOR, EL SALVADOR"
I94PRTL,SAR,"SARLES, ND"
I94PRTL,SAS,"SASABE, AZ"
I94PRTL,SAU,"ST AUGUSTINE, FL"
I94PRTL,SAV,"SAVANNAH, GA"
I94PRTL,SBN,"SOUTH BEND, IN"
I94PRTL,SBR,"SOUTH BREWER, ME"
I94PRTL,SCC,"BP SPEC COORD. CTR, TX"
I94PRTL,SCH,No PORT Code (SCH)
I94PRTL,SCL,"ST CLAIR, MI"
I94PRTL,SCO,"SCOBEY, MT"
I94PRTL,SDP,"SAN DIEGO, CA"
I94PRTL,SDY,"SANDUSKY, OH"
I94PRTL,SEA,"SEATTLE, WA"
I94PRTL,SFB,"SANFORD, FL"
I94PRTL,SFR,"SAN FRANCISCO, CA"
I94PRTL,SGF,"SPRINGFIELD-BRANSON, MO"
I94PRTL,SGJ,"ST AUGUSTINE ARPT, FL"
I94PRTL,SGR,"HULL FIELD, SUGAR LAND ARPT, TX"
I94PRTL,SHA,"SHANNON, IRELAND"
I94PRTL,SHR,"SHERWOOD, ND"
I94PRTL,SJO,"ST JOHN, ND"
I94PRTL,SKA,"SKAGWAY, AK"
I94PRTL,SLC,"SALT LAKE CITY, UT"
I94PRTL,SLI,"SAN LUIS OBISPO, CA (BPS)"
I94PRTL,SLO,"SAN LUIS OBISPO, CA"
I94PRTL,SLP,"SAN LUIS POTOSI #ARPT, MEXICO"
I94PRTL,SLS,"SALINAS, CA (BPS)"
I94PRTL,SLU,"SAN LUIS, AZ"
I94PRTL,SNA,"SAN ANTONIO, TX"
I94PRTL,SNJ,"SAN JOSE, CA"
I94PRTL,SNN,"SANDERSON, TX"
I94PRTL,SNO,"SAKON NAKHON #ARPT, THAILAND"
I94PRTL,SNP,"ST. PAUL ISLAND, AK"
I94PRTL,SP0,No PORT Code (SP0)
I94PRTL,SPA,"ST PAMPILE, ME"
I94PRTL,SPC,"SAN PEDRO, CA"
I94PRTL,SPE,"ST PETERSBURG, FL"
I94PRTL,SPF,"BLACK HILLS, SPEARFISH, SD"
I94PRTL,SPI,"CAPITAL - SPRINGFIELD, IL"
I94PRTL,SPM,"ST PAUL, MN"
I94PRTL,SPO,"SPOKANE, WA"
I94PRTL,SPV,"PAPUA, NEW GUINEA"
I94PRTL,SRL,"ST AURELIE, ME"
I94PRTL,SRO,"SANTANA RAMOS #ARPT, COLOMBIA"
I94PRTL,SRQ,"BRADENTON - SARASOTA, FL"
I94PRTL,SSC,"SHAW AFB - SUMTER, NC"
I94PRTL,SSM,"SAULT STE. MARIE, MI"
I94PRTL,STA,"ST ALBANS, VT"
I94PRTL,STL,"ST LOUIS, MO"
I94PRTL,STN,Collapsed (STR) 06/15
I94PRTL,STO,"STOCKTON, CA (BPS)"
I94PRTL,STR,"SANTA TERESA, NM"
I94PRTL,STT,"ST THOMAS, VI"
I94PRTL,SUM,"SUMAS, WA"
I94PRTL,SUS,No PORT Code (SUS)
I94PRTL,SVC,"GRANT COUNTY - SILVER CITY, MN"
I94PRTL,SWB,"SWANTON, VT (BP - SECTOR HQ)"
I94PRTL,SWE,"SWEETGTASS, MT"
I94PRTL,SWF,"STEWART - ORANGE CNTY, NY"
I94PRTL,SYR,"SYRACUSE, NY"
I94PRTL,SYS,"SAN YSIDRO, CA"
I94PRTL,T01,Collapsed (SEA) 06/15
I94PRTL,TAC,"TACOMA, WA"
I94PRTL,TAM,"TAMPA, FL"
I94PRTL,TEC,"TECATE, CA"
I94PRTL,THO,"THOUSAND ISLAND BRIDGE, NY"
I94PRTL,TIW,No PORT Code (TIW)
I94PRTL,TKI,"TOKEEN, AK"
I94PRTL,TOK,"TOROKINA #ARPT, PAPUA, NEW GUINEA"
I94PRTL,TOL,"TOLEDO, OH"
I94PRTL,TOR,"TORONTO, CANADA"
I94PRTL,TRI,"TRI CITY ARPT, TN"
I94PRTL,TRL,"TRIAL CREEK, MT"
I94PRTL,TRO,"TROUT RIVER, NY"
I94PRTL,TRV,"TRAVIS-AFB, CA"
I94PRTL,TST,"NEWINGTON DATA CENTER TEST, CT"
I94PRTL,TUC,"TUCSON, AZ"
I94PRTL,TUL,"TULSA, OK"
I94PRTL,TUR,"TURNER, MT"
I94PRTL,TYS,"MC GHEE TYSON - ALCOA, TN"
I94PRTL,UGN,"MEMORIAL - WAUKEGAN, IL"
I94PRTL,UIO,"QUITO (MARISCAL SUCR), ECUADOR"
I94PRTL,UNK,UNKNOWN POE
I94PRTL,VAN,"VANCOUVER, WA"
I94PRTL,VCB,"VANCEBORO, ME"
I94PRTL,VCV,"VANCOUVER, CANADA"
I94PRTL,VER,"VERACRUZ, MEXICO"
I94PRTL,VIB,"VETERAN INTL BRIDGE, TX"
I94PRTL,VIC,"VICTORIA, CANADA"
I94PRTL,VMB,Collapsed (VNB) 06/15
I94PRTL,VNB,"VAN BUREN, ME"
I94PRTL,VNY,"VAN NUYS, CA"
I94PRTL,VQS,"VIEQUES-ARPT, PR"
I94PRTL,W55,No PORT Code (W55)
I94PRTL,WA5,No PORT Code (WAS)
I94PRTL,WAL,"WALHALLA, ND"
I94PRTL,WAR,"WARROAD, MN"
I94PRTL,WAS,WASHINGTON DC
I94PRTL,WAT,"WATERTOWN, NY"
I94PRTL,WBE,"WEST BERKSHIRE, VT"
I94PRTL,WCM,"WILLOW CREEK, MT"
I94PRTL,WHI,"WHITETAIL, MT"
I94PRTL,WHM,"WILD HORSE, MT"
I94PRTL,WHO,"WESTHOPE, ND"
I94PRTL,WIL,"WILMINGTON, NC"
I94PRTL,WIN,"WINNIPEG, CANADA"
I94PRTL,WLL,"WILMINGTON, DE"
I94PRTL,WND,"WILLISTON, ND"
I94PRTL,WPB,"WEST PALM BEACH, FL"
I94PRTL,WRA,"WRANGELL, AK"
I94PRTL,WRB,"WHIRLPOOL BRIDGE, NY"
I94PRTL,WRI,"MC GUIRE AFB - WRIGHTSOWN, NJ"
I94PRTL,WSB,"WARROAD INTL, SPB, MN"
I94PRTL,WTR,No PORT Code (WTR)
I94PRTL,X44,No PORT Code (X44)
I94PRTL,X96,No PORT Code (X96)
I94PRTL,XNA,No PORT Code (XNA)
I94PRTL,XXX,NOT REPORTED/UNKNOWN
I94PRTL,Y62,No PORT Code (Y62)
I94PRTL,YGF,No PORT Code (YGF)
I94PRTL,YHC,"HAKAI PASS, CANADA"
I94PRTL,YIP,"WILLOW RUN - YPSILANTI, MI"
I94PRTL,YOU,"YOUNGSTOWN, NY"
I94PRTL,YSL,"YSLETA, TX"
I94PRTL,YUI,"YUMA, AZ"
I94PRTL,YUM,"YUMA, AZ"
I94PRTL,YXE,"SASKATOON, CANADA"
I94PRTL,ZZZ,MEXICO Land (Banco de Mexico)
